,sex,age,race,priors_count,score_factor,felony
2470,1,33,1,0,0,1
2471,1,22,1,0,1,0
2473,0,36,0,1,1,0
2474,1,54,1,0,1,0
2475,1,25,0,5,0,1
2476,1,24,1,3,0,1
2478,1,61,1,0,1,0
2479,0,42,1,0,1,0
2480,1,28,1,1,1,0
2481,1,27,0,1,0,0
2482,1,24,1,2,1,0
2484,1,32,0,16,0,1
2485,1,38,1,0,1,1
2486,1,21,1,1,1,0
2487,1,27,0,1,0,1
2488,1,39,1,0,1,1
2489,1,29,1,0,1,1
2490,1,29,1,1,1,1
2492,1,36,1,1,1,1
2493,1,46,0,0,0,1
2494,1,44,0,7,0,1
2495,1,27,0,0,1,0
2496,1,27,0,8,0,1
2497,1,61,1,0,1,0
2498,1,47,0,0,1,0
2499,1,27,0,1,1,0
2500,1,28,1,0,1,1
2501,0,31,1,1,0,0
2502,1,26,1,9,1,0
2503,1,53,0,2,1,1
2504,1,26,0,1,0,1
2505,1,25,0,2,1,1
2507,0,21,0,4,0,0
2508,1,23,0,1,1,0
2510,0,45,0,2,1,1
2511,1,27,0,2,0,0
2514,0,26,0,0,1,0
2515,1,21,1,0,0,1
2517,0,62,1,0,1,0
2518,1,48,1,0,1,1
2519,1,53,0,1,1,0
2520,1,62,0,3,1,0
2521,1,28,0,5,0,1
2522,1,56,1,1,1,1
2525,1,22,0,2,0,1
2526,1,26,0,5,0,1
2527,1,35,0,4,0,0
2528,1,22,0,1,1,1
2530,0,37,0,7,1,1
2531,0,32,0,0,1,1
2532,0,33,0,3,0,1
2534,1,53,1,0,1,0
2535,1,32,1,0,1,0
2536,1,26,1,0,1,0
2537,1,61,1,0,1,0
2538,1,21,0,0,0,0
2539,1,69,0,22,0,0
2540,1,26,0,0,1,0
2541,1,30,0,9,0,1
2542,1,21,1,1,1,1
2543,1,41,1,0,1,0
2544,1,45,0,0,0,1
2545,1,31,0,10,0,1
2546,1,22,1,0,1,1
2547,0,54,1,0,1,1
2548,1,50,1,2,1,0
2551,0,21,0,0,0,1
2553,1,30,1,0,1,1
2555,1,30,0,11,0,1
2556,1,26,1,5,1,0
2558,0,59,0,0,1,0
2559,1,29,0,13,0,1
2561,1,30,1,13,0,1
2562,1,25,0,5,0,0
2565,1,22,0,0,1,1
2566,1,41,0,8,1,1
2569,0,37,0,13,0,1
2570,1,22,0,0,1,1
2571,1,19,0,0,1,1
2572,1,45,1,2,1,0
2573,0,33,0,5,0,1
2574,1,52,0,7,0,1
2575,0,21,0,0,0,1
2576,1,43,0,6,0,0
2577,1,33,1,3,0,1
2578,1,26,0,3,0,1
2579,1,37,1,0,1,0
2580,1,38,0,1,1,1
2582,1,27,0,1,1,1
2584,1,21,0,1,0,1
2585,1,38,1,3,0,1
2586,1,37,1,0,1,0
2588,1,44,1,0,1,1
2589,1,30,0,0,1,1
2591,1,49,1,1,1,1
2592,1,67,1,0,1,0
2593,1,59,0,14,0,1
2594,1,21,0,1,0,1
2595,1,31,1,6,0,0
2596,0,50,1,2,1,1
2597,1,30,0,7,1,1
2598,1,28,1,1,1,0
2599,1,48,0,7,0,1
2600,1,55,1,0,1,0
2602,1,42,1,0,1,0
2603,1,34,0,0,0,0
2604,1,43,0,4,0,0
2605,1,44,0,0,1,1
2608,1,25,1,2,0,1
2609,0,32,0,0,1,0
2616,1,24,0,1,1,1
2617,1,34,0,0,0,1
2618,1,48,0,2,1,1
2619,1,41,0,1,1,1
2620,1,26,0,12,0,0
2621,1,42,0,0,0,1
2622,1,29,0,0,0,0
2623,1,26,1,0,1,0
2624,0,27,0,1,1,1
2625,1,35,1,4,1,0
2626,1,54,1,1,1,1
2628,1,20,0,0,0,1
2629,1,27,1,0,0,1
2630,1,21,0,1,0,1
2631,1,27,1,7,0,0
2632,1,34,0,11,0,1
2634,1,54,0,0,1,0
2636,1,39,0,1,1,1
2638,0,33,1,0,1,0
2641,0,35,0,0,1,0
2643,1,53,0,0,1,0
2644,1,28,1,2,1,0
2645,1,26,0,0,0,1
2647,1,31,0,3,0,1
2648,1,24,1,3,0,0
2649,1,45,1,19,0,1
2651,1,28,0,1,0,1
2652,0,45,1,1,1,1
2654,1,33,1,3,0,1
2655,1,23,1,4,0,1
2656,1,36,0,6,0,1
2657,1,22,0,0,1,1
2659,1,28,0,2,0,1
2660,1,37,0,3,1,0
2661,0,52,1,0,1,0
2662,1,26,1,0,1,1
2663,1,28,1,4,1,1
2664,0,33,1,2,1,1
2665,1,23,1,3,1,1
2666,1,31,1,3,1,0
2667,0,55,1,0,1,0
2668,1,24,1,3,1,1
2669,1,37,0,2,1,0
2670,1,41,0,0,1,1
2671,1,26,1,0,1,0
2672,1,41,0,13,0,1
2673,1,33,0,6,0,1
2675,1,23,0,0,0,1
2676,1,27,1,1,1,1
2677,1,24,1,0,0,1
2679,1,30,0,10,0,1
2680,1,55,1,1,1,1
2681,1,26,0,13,0,0
2683,1,35,0,0,1,1
2685,1,20,0,1,1,0
2686,1,24,1,3,0,0
2687,1,31,0,8,0,0
2689,1,55,0,0,1,1
2690,1,33,1,7,0,1
2691,1,44,1,6,0,1
2692,1,41,0,25,0,1
2693,1,56,0,9,0,0
2694,1,21,0,1,1,1
2696,0,48,1,1,1,0
2698,1,56,1,7,0,1
2699,1,39,1,2,1,0
2701,0,25,1,0,0,1
2703,0,28,0,3,0,1
2704,1,30,0,0,1,1
2705,0,19,0,0,0,0
2706,1,20,0,0,1,0
2707,1,57,1,0,1,1
2708,1,51,0,8,0,0
2709,1,27,0,5,1,1
2710,1,26,0,0,0,1
2711,1,23,1,3,0,0
2712,1,35,0,14,0,0
2714,1,37,0,5,0,1
2715,1,48,0,0,1,1
2716,1,21,0,0,0,1
2720,1,52,0,1,1,0
2722,1,22,0,0,1,1
2724,1,41,1,1,1,1
2725,0,25,1,1,0,0
2726,1,54,0,0,1,0
2727,1,25,0,13,0,1
2729,0,40,1,4,1,1
2730,1,22,0,0,0,1
2731,1,50,1,10,1,1
2732,1,35,1,2,1,0
2733,1,28,1,7,0,1
2734,1,21,0,0,0,1
2736,1,27,1,0,1,1
2737,1,22,0,0,1,1
2740,1,32,1,0,0,1
2741,1,59,1,0,1,1
2744,1,59,1,0,1,1
2745,0,44,1,1,1,1
2746,1,26,0,9,0,0
2747,1,30,0,9,0,1
2749,1,25,0,3,0,0
2752,0,31,0,0,0,0
2753,0,32,0,0,1,1
2754,1,37,0,22,0,1
2755,1,22,1,2,1,1
2756,1,38,0,8,0,0
2757,1,34,1,2,1,1
2758,1,30,0,7,1,1
2759,0,38,1,0,1,1
2760,1,36,0,10,0,1
2763,1,35,1,2,0,1
2764,1,35,0,0,1,1
2766,0,30,0,9,0,1
2767,1,34,0,16,0,1
2768,1,31,1,3,1,1
2770,1,31,1,4,0,1
2771,1,22,1,2,0,1
2773,1,36,0,5,0,0
2774,1,39,0,2,1,0
2775,1,51,0,9,0,1
2776,1,35,0,7,1,1
2781,1,37,0,0,1,0
2782,1,25,0,3,0,0
2784,0,27,0,0,1,1
2785,1,47,1,2,1,0
2786,1,46,0,12,0,0
2787,1,27,1,0,0,1
2788,1,34,0,0,0,1
2790,1,25,1,0,1,0
2791,1,26,0,5,0,0
2792,1,25,0,1,1,1
2793,1,60,0,9,0,1
2795,1,30,0,12,0,1
2796,1,21,0,0,1,1
2797,1,25,0,4,0,1
2799,1,21,0,0,1,1
2801,1,29,0,4,1,0
2805,1,51,1,2,1,1
2806,1,29,0,1,1,0
2810,1,20,1,0,0,1
2813,1,53,1,1,1,1
2815,1,25,0,5,0,1
2817,1,22,0,3,0,1
2818,1,21,0,1,0,1
2819,1,21,1,1,0,1
2820,1,27,0,6,0,0
2821,1,28,0,14,0,0
2822,1,49,0,6,1,0
2823,1,52,0,7,0,1
2824,1,25,0,1,0,0
2825,1,56,1,2,1,1
2826,1,34,0,22,0,1
2828,1,23,0,1,1,0
2829,1,22,1,0,0,1
2830,1,23,0,0,0,1
2831,1,30,0,4,0,0
2832,1,42,0,1,0,0
2833,1,50,0,24,0,0
2836,1,37,0,0,0,1
2837,1,23,0,1,1,1
2838,1,41,1,0,1,1
2839,1,50,0,5,1,1
2841,1,26,0,2,1,1
2843,1,23,0,2,0,1
2844,1,55,1,1,1,1
2845,1,24,0,0,0,1
2846,1,33,1,5,1,0
2847,1,23,1,0,1,1
2848,1,37,0,1,0,0
2850,1,51,1,0,1,0
2853,0,35,0,3,0,0
2855,1,29,0,2,0,1
2856,1,57,1,0,1,0
2857,1,20,0,1,0,0
2860,1,23,0,3,0,1
2861,1,36,1,9,1,0
2862,1,55,1,1,1,0
2863,1,53,0,18,0,0
2864,1,21,0,1,0,1
2865,1,27,0,3,1,0
2866,1,28,0,6,0,1
2867,1,26,1,1,1,1
2868,1,25,1,1,0,1
2869,1,66,1,0,1,1
2870,1,28,0,3,1,0
2872,1,24,0,0,0,0
2873,1,60,1,18,1,0
2874,1,37,0,2,1,1
2876,1,73,1,0,1,0
2877,1,44,0,0,1,1
2879,1,40,0,6,0,1
2882,1,56,1,0,1,0
2883,1,42,0,3,1,1
2885,1,50,1,1,1,1
2886,1,34,1,0,1,0
2887,1,47,0,1,1,0
2888,1,58,1,3,1,1
2889,1,48,1,3,1,1
2890,0,20,1,0,1,1
2891,0,53,0,10,1,1
2892,1,29,0,0,0,1
2894,0,43,1,0,1,0
2897,1,53,1,1,1,0
2898,1,22,1,0,0,0
2900,1,26,1,9,0,0
2902,1,23,0,4,0,1
2903,1,71,1,1,1,0
2904,0,61,1,0,1,0
2905,0,22,1,2,0,0
2907,0,54,1,1,1,0
2908,1,24,1,6,0,1
2909,0,28,1,0,0,1
2910,0,25,1,2,0,1
2911,0,22,0,1,0,1
2912,1,24,0,2,1,1
2913,1,35,0,0,1,1
2914,1,21,0,0,1,1
2915,1,49,1,1,1,0
2916,1,26,0,6,0,1
2917,1,30,0,7,0,1
2919,1,30,0,5,1,1
2921,1,64,1,8,1,1
2923,0,45,1,7,1,1
2924,1,37,0,3,1,0
2925,0,34,0,1,0,1
2927,1,58,1,0,1,0
2928,1,27,1,0,1,1
2929,1,30,0,0,1,0
2930,1,25,0,0,1,0
2931,1,60,0,19,0,1
2932,1,56,0,24,0,1
2933,1,33,0,2,1,0
2934,1,25,1,9,0,1
2936,1,32,0,6,0,1
2937,1,24,0,3,1,1
2938,1,23,1,2,0,1
2940,1,25,0,1,1,1
2941,0,20,0,0,1,1
2942,1,32,0,9,0,1
2943,0,49,0,0,1,1
2944,1,22,0,1,1,1
2945,1,24,0,0,1,1
2946,1,26,1,10,0,1
2950,1,29,0,1,1,0
2952,1,22,1,0,0,1
2954,0,26,0,3,0,1
2955,1,21,0,0,0,1
2956,1,54,1,2,1,0
2957,1,59,0,1,1,1
2958,1,22,0,0,0,1
2960,1,64,0,20,0,1
2961,1,45,1,1,1,0
2962,0,22,0,0,1,1
2963,1,24,0,5,1,1
2964,0,30,0,3,0,1
2965,0,27,1,0,0,1
2966,1,20,1,0,1,1
2968,1,28,1,5,0,1
2971,1,23,1,3,0,1
2972,0,32,0,0,1,0
2973,0,44,1,1,1,1
2974,1,41,0,8,1,1
2975,1,30,1,3,1,1
2976,1,27,0,2,0,0
2977,1,32,0,0,1,1
2978,1,40,0,24,0,0
2982,0,33,0,3,1,0
2984,1,33,1,0,1,1
2987,1,28,0,9,0,0
2988,0,25,0,0,0,1
2990,0,30,0,1,1,0
2991,0,47,0,0,1,0
2992,1,24,1,0,1,1
2994,1,31,1,9,0,1
2996,1,52,0,0,1,1
2997,1,25,0,5,0,1
2999,0,46,0,7,0,0
3000,1,62,1,3,1,0
3002,1,36,1,0,0,0
3003,1,24,0,2,1,1
3005,1,25,1,9,0,1
3006,1,21,0,0,0,0
3008,1,29,0,5,0,1
3009,1,52,0,0,1,0
3010,1,29,0,5,0,1
3011,1,59,0,13,1,1
3012,1,39,0,2,1,1
3015,1,20,0,1,0,1
3016,1,50,1,0,1,0
3017,1,27,0,7,0,1
3018,1,27,0,0,1,0
3019,1,31,1,4,0,1
3021,0,24,0,2,0,0
3022,1,24,0,4,0,1
3023,1,30,1,0,1,0
3025,1,41,1,0,1,1
3027,1,32,0,2,0,1
3030,1,69,1,0,1,0
3031,1,25,1,1,0,1
3032,1,55,1,0,1,0
3033,1,28,0,7,0,1
3034,1,27,1,0,1,0
3035,0,20,0,1,0,1
3036,1,36,0,2,1,1
3038,1,25,0,10,0,1
3039,0,35,1,1,1,0
3040,1,32,0,12,0,0
3042,1,21,1,1,0,0
3043,1,41,1,1,1,1
3045,1,38,0,0,0,1
3046,1,21,0,1,0,1
3048,1,35,1,2,1,0
3049,1,34,0,5,0,0
3050,1,52,1,0,1,0
3051,1,21,0,0,0,1
3052,1,43,0,8,1,0
3053,0,32,1,0,1,1
3054,1,49,1,5,0,1
3055,0,21,0,0,1,0
3056,1,28,0,5,0,1
3057,0,65,1,1,1,1
3058,0,27,1,0,1,0
3060,1,48,1,20,0,1
3062,1,20,0,0,1,0
3065,1,63,0,6,1,1
3066,1,40,1,0,1,0
3068,1,21,0,1,0,1
3069,1,27,1,1,1,0
3071,1,35,1,0,0,0
3073,0,50,0,0,1,0
3075,1,47,1,0,1,0
3076,1,44,1,2,1,0
3079,1,23,0,0,1,0
3080,1,54,0,10,0,1
3082,1,38,1,17,0,1
3084,1,44,1,2,1,1
3085,1,52,0,3,1,0
3086,0,52,1,0,1,1
3087,1,21,0,0,0,0
3089,0,30,1,9,1,1
3091,1,56,0,6,1,1
3092,1,35,0,12,0,1
3093,1,39,1,1,1,1
3094,1,29,1,0,1,0
3096,1,23,0,2,0,1
3097,1,26,1,0,0,0
3098,0,64,0,1,1,0
3101,1,20,1,1,1,1
3102,1,21,0,0,0,1
3103,1,21,0,0,0,1
3104,1,23,0,0,0,1
3105,1,46,0,3,1,1
3106,1,25,0,21,0,1
3109,0,30,0,0,1,0
3110,1,47,1,1,1,1
3111,1,30,1,4,1,1
3113,1,47,0,1,1,1
3115,1,39,0,1,1,1
3118,1,24,1,1,1,1
3120,1,45,1,3,1,1
3121,1,26,1,2,0,1
3122,1,39,1,3,1,1
3123,1,40,1,1,1,1
3124,1,24,0,0,0,1
3125,1,23,0,1,0,1
3126,1,61,1,0,1,0
3127,1,42,1,3,0,1
3128,1,38,0,3,1,1
3129,1,67,1,0,1,1
3130,1,23,1,2,0,1
3131,1,31,1,1,1,1
3132,1,40,0,15,0,1
3133,1,44,0,0,1,1
3134,1,37,0,10,0,1
3135,0,22,0,3,0,0
3136,1,31,1,6,1,0
3137,1,28,0,9,0,1
3140,1,33,1,9,1,1
3141,0,30,0,10,0,1
3145,1,35,0,0,0,1
3146,1,57,0,23,0,1
3147,0,39,1,8,0,1
3148,1,65,1,3,1,1
3149,0,22,1,0,0,0
3150,0,35,0,2,0,1
3151,1,29,0,2,1,0
3153,1,62,0,13,0,1
3156,1,22,0,0,1,0
3158,0,56,0,1,1,1
3159,1,25,1,2,0,1
3160,1,33,1,10,1,0
3161,1,25,1,2,0,1
3162,0,27,0,3,0,1
3163,1,37,0,1,0,1
3164,1,41,1,2,1,0
3165,1,35,0,5,0,1
3167,1,55,1,0,1,0
3169,1,26,0,2,1,1
3170,1,35,0,7,1,1
3171,1,50,1,3,1,0
3173,1,25,0,3,0,1
3174,0,65,1,1,1,0
3175,0,31,0,0,0,1
3176,0,24,0,0,1,0
3177,1,34,0,6,0,1
3179,0,30,0,4,0,1
3181,1,30,0,14,0,1
3182,1,24,1,1,1,0
3183,1,51,1,3,1,1
3184,0,28,0,3,1,1
3185,0,27,0,4,0,1
3187,1,22,1,2,1,1
3188,1,29,0,2,1,1
3189,1,31,0,0,0,1
3190,1,31,1,0,1,0
3191,0,32,0,3,1,1
3192,1,27,0,1,1,1
3193,1,29,1,6,0,1
3194,1,59,0,3,1,1
3195,1,24,0,1,1,0
3197,1,33,0,0,0,1
3199,1,28,1,9,0,1
3203,1,24,0,9,0,0
3204,1,31,0,16,0,1
3207,1,24,0,0,0,1
3209,1,23,0,7,0,1
3214,1,62,1,0,1,1
3216,0,25,0,4,0,1
3218,1,49,0,1,0,0
3219,1,50,1,0,1,1
3220,1,47,0,3,0,1
3221,1,37,0,14,0,1
3222,1,26,1,0,1,0
3223,1,28,0,21,0,1
3224,0,26,0,3,1,1
3227,1,20,0,1,0,1
3228,1,34,0,9,0,1
3230,1,46,0,9,0,1
3231,1,21,0,0,0,1
3232,0,27,1,2,0,1
3233,1,21,0,3,0,0
3234,1,29,1,1,1,1
3235,1,46,1,4,1,1
3236,1,24,0,0,1,1
3238,1,57,0,8,1,0
3239,1,33,0,4,1,1
3240,1,23,0,4,0,1
3241,1,29,0,5,0,1
3242,1,22,1,0,1,0
3244,0,33,1,1,0,0
3247,1,40,0,3,0,1
3249,1,32,0,10,0,1
3251,1,24,0,1,1,0
3252,1,32,0,1,1,1
3253,1,19,0,2,0,1
3255,1,23,0,6,0,1
3256,1,39,1,17,0,1
3257,1,25,0,1,1,1
3258,1,42,0,6,0,1
3259,1,29,1,1,1,0
3260,1,38,1,2,1,0
3261,1,32,1,10,0,1
3262,1,23,1,4,0,0
3263,1,58,0,10,1,1
3264,1,42,0,9,0,1
3266,1,26,1,1,1,1
3267,1,27,1,1,1,1
3268,1,33,1,1,1,1
3269,1,33,0,2,0,1
3270,1,23,0,0,1,0
3271,1,25,0,4,0,1
3272,1,32,0,0,1,1
3274,0,29,1,0,1,0
3275,1,38,0,19,0,1
3276,1,29,1,0,1,0
3277,1,27,0,6,0,1
3278,1,25,1,0,1,0
3279,0,31,1,2,0,1
3280,1,30,0,8,0,1
3281,1,41,0,0,0,1
3282,1,59,0,8,1,1
3283,1,21,1,1,1,0
3285,1,27,0,6,1,1
3286,1,30,0,0,1,1
3287,1,43,1,4,0,1
3288,0,24,1,2,0,1
3289,1,45,0,13,0,0
3290,1,23,1,0,0,1
3291,0,40,1,5,0,1
3292,0,23,0,0,0,1
3293,1,39,0,3,1,1
3294,0,26,0,5,0,1
3295,0,26,1,0,1,0
3296,1,21,0,0,1,0
3297,1,30,1,3,1,1
3298,1,44,1,0,1,1
3299,1,21,0,1,0,1
3300,1,23,0,0,1,0
3301,0,49,0,1,1,1
3302,1,23,0,3,0,1
3303,1,24,0,1,0,1
3304,0,21,0,1,1,1
3305,0,37,1,7,0,1
3307,1,28,1,2,1,1
3310,0,24,0,2,0,1
3311,1,31,1,0,0,1
3312,1,24,0,2,0,0
3313,1,25,0,1,1,1
3315,1,33,0,1,1,0
3316,1,26,0,24,0,0
3317,1,27,0,1,0,1
3321,1,46,1,0,1,1
3322,0,38,1,1,0,0
3323,0,24,0,0,0,0
3324,0,38,0,0,1,0
3325,1,27,0,7,0,1
3326,1,48,0,6,1,1
3327,0,31,1,2,1,1
3328,1,28,0,5,0,0
3330,1,25,1,6,0,0
3332,1,55,1,0,1,0
3334,1,40,0,5,0,1
3335,1,21,0,0,1,1
3337,1,28,0,10,0,1
3338,1,20,0,2,0,1
3340,1,31,0,10,0,1
3341,0,57,0,0,1,0
3342,1,25,0,0,1,0
3343,1,22,0,7,0,1
3344,1,31,0,3,1,1
3345,1,43,0,7,1,1
3346,0,25,1,0,1,0
3348,1,40,0,1,1,1
3349,1,20,0,0,0,1
3350,1,35,0,2,0,0
3351,1,34,0,1,1,0
3352,1,27,1,18,0,1
3354,0,38,0,3,1,1
3355,1,21,1,0,0,1
3356,1,25,0,0,1,0
3357,1,53,0,6,0,0
3358,0,50,0,4,1,1
3359,0,23,1,1,0,0
3362,1,27,1,0,1,0
3363,1,29,0,5,0,1
3364,1,38,0,1,1,0
3365,0,54,1,2,1,1
3366,1,26,0,1,0,1
3367,1,37,0,23,0,1
3368,1,36,0,25,0,0
3369,1,28,0,18,0,1
3370,1,49,0,1,1,0
3371,1,36,0,11,0,1
3373,0,41,1,0,1,1
3375,1,40,1,9,0,1
3377,1,21,0,7,0,1
3379,1,33,1,0,1,1
3380,1,26,0,7,0,1
3381,0,27,0,0,1,0
3382,1,35,0,1,1,1
3383,1,27,0,3,1,0
3385,0,31,0,3,0,1
3386,1,36,0,26,0,1
3388,1,50,1,1,1,1
3389,1,52,1,1,1,1
3390,1,24,0,1,1,0
3391,1,38,0,0,1,1
3392,1,54,0,11,0,1
3393,1,71,1,13,1,1
3394,1,27,0,9,0,1
3395,0,39,1,1,1,1
3399,0,36,0,5,0,1
3400,1,55,0,0,1,1
3403,1,27,1,0,1,1
3404,1,23,0,2,1,1
3405,1,20,0,1,0,1
3406,0,31,0,10,0,1
3407,1,24,1,8,0,1
3408,0,37,1,2,0,1
3410,1,26,1,0,1,1
3413,1,29,1,0,1,1
3414,1,41,0,4,1,0
3415,1,37,0,0,1,1
3416,1,46,1,2,1,1
3417,0,56,1,10,0,1
3418,1,23,0,0,1,1
3419,0,23,0,1,0,1
3420,1,25,0,0,0,1
3421,1,24,0,1,0,1
3425,1,24,1,2,0,1
3427,1,23,0,0,0,1
3428,1,43,1,2,1,1
3429,0,53,1,0,1,0
3430,1,24,0,1,0,1
3432,1,28,0,0,1,1
3433,1,21,1,1,1,1
3435,1,33,1,3,0,1
3436,0,35,0,1,1,1
3437,1,55,1,3,1,0
3439,1,28,0,0,1,0
3440,1,44,1,0,1,0
3442,1,19,0,3,0,1
3444,1,24,0,3,0,1
3445,1,50,1,2,1,1
3446,1,31,0,0,1,0
3447,0,28,1,0,1,1
3448,1,42,1,0,1,1
3449,1,21,0,0,0,0
3452,1,21,1,0,0,1
3454,1,31,1,3,0,1
3456,1,27,1,0,0,1
3459,1,28,0,7,0,1
3460,1,67,1,0,1,0
3461,0,32,0,11,0,1
3462,1,44,0,7,1,1
3463,1,25,0,1,1,1
3464,0,30,0,15,0,0
3465,1,28,1,9,1,0
3466,1,27,0,0,0,1
3469,0,25,1,0,1,0
3470,1,31,1,5,0,1
3471,1,30,1,0,1,0
3472,1,33,0,4,1,1
3474,1,26,0,1,1,0
3476,0,22,1,2,0,0
3477,1,50,1,0,1,1
3479,1,58,1,1,1,1
3480,1,34,1,3,1,0
3481,1,32,1,1,1,1
3482,1,29,0,0,1,0
3483,1,27,0,0,1,0
3484,1,39,1,5,1,1
3485,1,24,0,0,1,1
3486,1,38,0,8,0,0
3487,1,52,1,7,1,1
3488,1,56,0,3,1,0
3489,1,46,1,7,0,1
3490,1,38,1,5,1,1
3491,1,47,1,3,0,0
3492,1,32,1,0,1,1
3493,1,34,0,27,0,0
3494,1,42,0,5,0,1
3495,0,35,0,0,1,0
3496,1,20,1,0,0,1
3497,0,32,1,2,0,1
3498,1,21,1,0,0,0
3499,1,24,0,0,1,0
3500,1,24,0,1,0,0
3502,1,26,0,0,1,0
3503,1,52,1,8,1,1
3504,1,27,0,1,1,0
3505,0,27,1,0,0,0
3506,1,56,1,0,1,1
3507,1,52,1,16,0,1
3508,1,37,0,3,1,1
3509,1,45,0,0,1,0
3511,0,36,1,3,0,1
3512,0,29,0,0,1,1
3516,1,27,0,11,0,1
3517,1,28,0,11,0,1
3518,1,38,0,4,1,0
3520,0,19,0,1,0,1
3521,0,37,1,1,1,1
3522,1,34,0,0,1,0
3523,1,37,1,7,0,1
3524,1,21,0,1,0,1
3525,1,21,0,0,0,1
3526,0,38,1,3,1,1
3527,1,47,0,1,1,0
3528,1,56,1,3,1,1
3529,1,27,0,2,0,1
3530,1,23,0,0,0,0
3531,1,57,1,0,1,1
3532,1,25,0,9,0,1
3533,0,23,0,2,0,1
3534,1,32,0,8,0,1
3535,0,36,0,2,0,0
3536,1,41,0,5,0,0
3539,1,21,0,1,0,1
3541,1,31,0,2,1,0
3542,1,37,1,0,1,0
3543,1,27,0,0,1,1
3544,1,22,0,2,1,1
3545,1,59,1,2,1,1
3546,0,33,0,0,0,1
3548,0,43,0,2,1,1
3549,1,25,1,5,1,1
3551,1,23,0,3,0,1
3552,0,43,1,3,1,0
3553,1,56,1,9,1,0
3554,0,20,0,1,0,1
3555,1,50,0,2,0,0
3557,0,54,1,1,1,0
3558,1,20,0,1,0,1
3560,0,36,0,3,0,1
3561,1,56,0,0,1,0
3563,1,25,0,2,0,1
3564,0,42,1,1,1,1
3566,1,48,0,4,0,1
3567,1,34,0,21,0,0
3568,1,28,1,0,1,1
3569,1,32,1,1,1,1
3570,0,31,1,2,1,1
3571,0,24,0,4,0,1
3572,0,25,1,0,1,1
3573,0,32,1,4,1,1
3574,1,37,0,20,0,1
3575,1,24,0,1,1,1
3576,1,48,0,0,1,0
3578,1,35,0,1,1,1
3579,1,21,0,1,1,1
3580,0,21,0,0,0,1
3581,0,27,1,0,1,1
3582,1,22,0,0,1,1
3583,1,28,0,4,0,1
3584,1,26,0,0,1,0
3586,1,34,1,0,1,1
3587,1,22,0,3,0,1
3589,1,44,1,5,1,1
3590,1,57,1,1,1,1
3591,1,22,0,0,0,1
3593,1,24,0,7,0,1
3594,1,20,1,0,1,1
3597,1,60,0,13,1,1
3598,0,22,0,2,0,1
3600,1,72,1,7,1,1
3601,1,33,0,3,0,1
3602,1,24,0,1,1,1
3603,1,60,0,0,1,1
3604,1,24,1,3,0,1
3606,1,30,0,1,1,0
3607,0,43,1,0,0,0
3610,1,45,0,1,1,0
3612,1,31,1,1,1,0
3613,1,40,0,0,1,0
3614,1,50,1,1,1,1
3616,1,41,0,7,1,1
3617,1,34,1,5,0,1
3618,0,28,1,0,0,1
3620,1,23,1,2,0,1
3623,1,21,1,1,0,1
3625,0,22,0,2,0,0
3626,1,29,0,6,0,1
3627,0,30,0,0,1,0
3628,1,45,1,3,1,0
3629,0,24,0,2,1,1
3630,1,31,1,4,0,1
3631,1,56,1,0,1,0
3633,1,24,0,14,0,1
3634,1,38,0,11,0,1
3635,1,51,0,22,0,1
3636,1,22,1,0,1,1
3637,1,28,0,5,0,0
3638,1,47,0,19,0,1
3639,1,51,0,0,1,0
3640,1,25,1,1,1,0
3642,1,30,0,0,1,1
3643,1,33,1,0,0,1
3644,1,35,0,5,1,1
3645,0,33,0,0,1,1
3649,0,33,1,1,0,1
3650,1,27,0,2,0,1
3651,0,29,0,9,0,1
