,sex,age,race,priors_count,score_factor,felony
3653,1,24,0,3,0,1
3654,1,43,0,5,0,1
3655,1,37,0,11,0,0
3656,1,53,0,13,0,1
3658,1,26,0,4,0,1
3659,0,30,1,1,1,0
3660,1,27,0,6,0,1
3661,1,39,1,9,0,1
3662,1,37,1,4,1,0
3663,1,22,1,3,0,0
3664,1,25,1,0,0,1
3666,0,28,1,0,0,0
3667,1,25,0,0,0,0
3668,1,58,1,1,1,1
3669,0,29,1,1,0,0
3670,1,33,0,8,0,1
3671,1,38,0,0,1,1
3672,1,38,1,2,1,1
3673,1,59,0,22,0,1
3676,1,53,1,0,1,0
3677,1,33,0,2,0,1
3678,1,58,1,1,1,0
3681,1,53,1,2,1,1
3682,1,32,1,0,0,0
3683,1,35,0,6,0,1
3684,1,39,1,1,1,1
3686,0,42,1,5,1,0
3687,1,37,0,0,1,0
3688,1,39,1,0,1,1
3689,0,52,1,3,1,0
3692,1,42,1,4,1,1
3694,1,23,0,6,0,1
3695,0,42,0,0,1,0
3697,1,28,0,5,1,1
3698,1,38,1,12,0,1
3699,0,43,0,2,1,1
3700,1,42,0,0,0,1
3701,0,25,1,0,1,0
3702,1,32,0,7,0,1
3703,1,21,0,0,0,1
3704,0,35,1,1,0,0
3705,1,37,1,0,0,1
3706,0,33,0,2,1,1
3707,0,51,1,4,1,1
3708,1,39,1,3,1,1
3710,1,40,0,3,0,1
3711,1,32,0,17,0,1
3713,1,32,1,3,0,1
3715,1,32,0,10,0,1
3716,1,47,1,5,1,0
3717,0,23,1,0,0,0
3718,1,63,1,10,1,1
3719,1,38,0,16,0,1
3720,1,32,0,6,0,0
3721,1,31,0,4,0,1
3722,1,23,0,0,1,1
3724,0,47,1,0,1,0
3725,1,33,1,1,0,1
3726,1,22,1,1,1,1
3728,1,40,1,0,1,0
3729,1,36,0,14,0,1
3730,0,65,1,0,1,0
3732,0,22,0,0,1,0
3735,0,26,1,4,1,1
3739,1,52,1,2,0,1
3741,1,34,0,5,1,1
3742,1,33,0,1,1,0
3743,1,21,0,1,0,1
3744,1,46,0,9,1,1
3746,1,57,1,1,1,0
3747,1,22,0,2,1,1
3748,0,48,1,1,1,0
3749,1,40,0,21,0,1
3750,0,30,0,1,1,1
3751,1,21,1,4,0,0
3752,0,39,0,22,0,1
3754,0,33,1,0,0,0
3755,1,24,0,0,1,1
3756,1,43,0,0,1,1
3757,0,45,1,0,1,0
3758,1,51,0,3,1,1
3760,1,31,0,9,0,0
3761,1,27,1,0,1,0
3762,1,32,0,1,1,1
3763,1,49,1,0,1,0
3764,1,29,0,2,1,1
3765,1,23,0,2,0,1
3768,1,30,1,0,1,0
3769,1,34,0,13,1,1
3771,1,33,0,4,0,1
3772,1,28,0,1,1,0
3773,1,29,0,1,0,1
3774,1,38,1,0,1,0
3775,1,37,1,0,1,1
3776,0,33,1,0,1,0
3778,1,51,0,19,0,1
3779,1,65,0,7,0,0
3780,0,32,0,1,1,0
3781,1,38,1,5,0,1
3782,1,35,0,1,1,1
3783,1,57,1,1,1,1
3784,1,26,1,1,1,1
3786,0,36,0,4,0,0
3788,1,35,1,3,0,1
3789,1,33,0,0,1,1
3790,1,47,1,0,1,0
3793,1,35,1,1,1,0
3794,0,36,0,1,1,1
3795,0,25,1,0,1,0
3799,1,51,1,6,1,1
3800,1,24,0,8,0,1
3801,1,32,1,0,1,1
3802,1,43,0,8,0,1
3803,1,45,0,20,0,0
3804,1,42,0,10,0,0
3805,1,22,0,1,0,1
3806,1,49,0,4,1,1
3807,1,42,0,0,1,1
3808,1,40,1,0,0,0
3809,1,25,0,2,0,1
3810,1,25,1,0,0,0
3811,1,23,0,0,0,1
3812,1,21,1,2,0,1
3813,1,31,1,3,0,0
3814,0,28,0,0,1,0
3815,1,24,0,11,0,1
3816,1,45,1,0,1,1
3817,1,23,0,2,1,0
3818,1,39,0,7,0,1
3820,1,24,0,1,1,1
3821,1,46,1,1,1,1
3822,1,47,1,3,1,1
3824,1,22,0,1,1,0
3825,0,34,1,0,1,0
3826,1,33,1,0,1,0
3828,1,29,0,16,0,1
3831,1,29,0,0,0,0
3832,0,25,1,2,1,0
3833,1,34,1,16,0,1
3834,0,55,0,1,1,1
3835,1,27,0,0,1,1
3836,1,26,0,0,1,0
3837,1,39,0,19,0,1
3838,1,24,0,1,0,1
3839,1,29,1,0,1,0
3841,1,50,0,13,1,1
3843,1,31,0,4,0,1
3845,1,26,1,2,0,1
3846,1,54,1,2,1,1
3847,1,33,0,14,0,1
3848,1,22,0,0,1,0
3849,1,35,0,8,0,1
3851,1,25,0,0,1,1
3852,1,25,0,0,0,1
3853,1,44,0,0,1,1
3854,0,29,1,2,0,1
3855,1,46,1,2,1,1
3856,1,53,1,0,1,0
3857,1,24,0,2,0,1
3858,0,52,0,2,1,1
3859,1,27,0,0,1,0
3860,1,41,1,0,1,1
3861,0,21,0,0,0,1
3862,1,24,1,1,1,1
3864,1,23,1,0,1,0
3865,1,42,0,0,1,1
3868,1,24,0,5,0,1
3869,1,26,0,4,0,1
3870,1,50,1,9,1,1
3871,0,32,0,3,0,0
3872,1,40,0,13,0,1
3875,1,27,0,2,1,1
3876,1,23,1,0,0,1
3877,1,37,0,22,0,0
3878,1,32,0,1,1,0
3880,1,52,1,4,1,0
3881,1,29,1,2,1,1
3883,1,49,0,0,1,0
3884,1,50,1,0,1,1
3885,1,26,1,2,1,1
3886,0,34,1,0,0,1
3887,0,28,1,1,0,1
3890,1,30,0,0,1,1
3891,1,24,0,3,1,1
3892,1,25,0,0,1,0
3893,1,25,0,4,1,0
3894,1,45,1,2,1,1
3895,1,26,1,1,0,1
3898,1,40,1,2,1,0
3906,1,21,0,1,0,1
3907,1,55,1,0,1,0
3908,1,22,1,1,1,1
3909,0,23,0,1,1,1
3912,1,57,1,9,1,1
3913,1,33,1,0,1,0
3914,1,32,1,2,1,1
3915,1,47,1,3,1,1
3916,1,51,1,6,1,0
3917,1,22,0,1,0,1
3918,1,47,1,2,1,1
3919,1,28,1,1,1,1
3921,1,28,0,5,0,1
3922,0,44,1,1,1,0
3923,1,25,0,0,1,1
3924,1,34,0,4,1,0
3925,1,65,1,0,1,0
3926,1,33,1,5,0,1
3927,0,23,1,0,1,0
3928,0,44,1,0,1,0
3930,1,24,0,1,1,0
3931,1,51,1,1,1,0
3932,0,21,0,0,0,1
3933,1,39,1,6,0,1
3934,1,29,0,29,0,1
3935,1,24,1,1,0,1
3936,0,23,0,0,0,1
3937,1,31,0,11,0,1
3938,0,35,0,0,1,0
3941,0,39,0,4,0,1
3943,1,51,1,0,1,0
3944,1,22,1,1,0,1
3945,1,29,1,2,1,1
3947,1,32,1,6,1,1
3948,1,33,1,3,1,0
3949,1,58,1,5,1,1
3952,1,33,0,2,0,1
3954,1,48,0,10,1,1
3955,1,23,0,0,0,0
3956,1,23,1,2,0,1
3959,1,29,0,0,0,0
3960,1,48,1,2,1,1
3961,1,37,1,4,1,0
3962,1,50,1,3,1,1
3963,1,19,0,3,0,1
3965,1,49,0,13,1,1
3966,1,58,1,2,0,1
3967,1,31,0,6,0,1
3968,1,23,0,1,0,0
3969,0,23,0,0,1,1
3970,1,31,1,17,0,1
3972,1,57,1,6,1,1
3973,0,31,1,0,1,0
3974,1,57,0,19,0,1
3975,1,57,1,12,0,0
3976,1,29,0,6,0,0
3977,1,30,0,0,1,0
3978,1,45,0,11,1,1
3979,1,42,1,0,0,1
3981,1,29,0,12,0,1
3983,0,28,1,0,1,1
3985,1,25,0,1,1,0
3986,0,34,1,3,0,0
3989,1,27,0,0,1,1
3990,1,39,0,4,1,1
3992,1,27,0,4,0,1
3993,1,30,1,7,0,1
3994,1,31,0,15,0,0
3995,1,20,0,1,0,0
3996,1,26,1,2,0,1
3999,1,34,1,0,1,1
4000,1,27,1,0,1,0
4002,1,29,0,4,1,1
4003,1,27,0,7,0,1
4004,0,24,1,0,0,1
4005,1,29,0,0,0,1
4006,1,20,1,0,1,1
4007,0,23,1,0,1,1
4008,0,48,0,0,1,0
4009,1,34,0,0,1,0
4010,1,46,0,1,0,0
4011,0,41,1,3,0,1
4012,1,26,0,3,0,1
4013,1,37,0,11,0,1
4016,0,22,1,2,1,1
4017,1,32,0,7,1,1
4018,1,44,0,0,1,0
4020,1,60,0,3,1,0
4021,1,49,1,0,1,1
4023,1,30,0,10,1,0
4024,1,52,1,0,1,1
4026,1,34,0,0,0,1
4027,1,55,0,5,1,1
4029,1,33,0,0,0,0
4030,1,22,0,0,0,1
4031,0,27,0,0,1,0
4032,1,20,0,0,0,1
4033,1,33,1,0,1,1
4034,1,26,0,0,1,0
4035,1,29,0,0,0,0
4036,1,32,0,1,1,0
4037,1,37,1,4,1,0
4038,1,31,0,15,0,1
4039,1,29,0,6,0,1
4040,1,31,0,6,1,1
4041,0,36,1,2,1,1
4043,0,37,0,1,1,1
4044,1,34,1,5,1,0
4045,1,20,1,1,0,0
4047,1,24,1,8,0,1
4048,1,29,0,8,0,0
4049,0,45,0,1,1,1
4050,1,34,1,2,0,1
4051,1,70,0,0,1,0
4053,1,23,0,4,0,1
4054,1,27,1,5,1,0
4055,1,44,1,6,0,1
4057,1,26,0,0,0,0
4058,0,23,1,2,0,0
4059,1,27,0,3,0,1
4060,0,46,1,1,1,1
4061,0,27,0,1,0,1
4062,1,45,1,7,1,1
4063,1,42,0,1,0,0
4064,0,24,1,3,0,0
4065,1,20,0,2,0,1
4066,1,49,1,3,1,1
4069,0,52,1,1,1,1
4071,1,26,0,1,1,0
4072,1,53,0,15,1,1
4074,1,38,0,0,0,0
4075,1,25,0,1,0,1
4076,1,21,0,1,0,1
4077,1,48,0,0,1,0
4080,1,22,0,0,1,1
4082,1,38,1,2,1,0
4086,0,44,1,0,1,0
4088,1,64,1,0,1,0
4089,1,38,1,5,0,0
4091,1,49,0,1,0,1
4095,1,51,0,3,1,1
4096,1,50,0,0,1,1
4097,1,33,1,2,1,0
4098,0,54,1,0,1,0
4101,1,42,0,17,0,0
4102,1,34,1,3,1,1
4103,1,38,1,2,1,1
4104,1,21,0,1,0,1
4105,1,33,0,5,1,1
4106,1,32,0,9,0,0
4107,1,45,1,1,1,0
4108,1,30,1,1,0,1
4109,0,29,0,0,0,1
4111,0,51,1,0,1,0
4112,0,28,0,0,1,1
4113,1,27,1,1,1,1
4115,0,30,0,0,1,1
4116,1,32,0,0,0,0
4117,1,27,1,5,1,1
4119,1,21,0,0,0,1
4120,0,34,1,0,1,1
4121,1,24,0,7,0,1
4122,1,32,1,0,1,0
4123,0,38,1,5,0,1
4124,1,56,0,3,1,0
4125,0,44,0,0,1,0
4126,1,31,0,1,0,0
4127,0,25,1,6,0,1
4128,0,20,0,0,0,0
4129,1,35,0,1,0,0
4130,1,33,0,1,1,1
4131,1,24,0,0,1,0
4133,1,27,0,9,0,1
4135,1,38,0,9,0,1
4136,1,20,1,0,0,1
4137,1,30,0,9,1,1
4138,1,36,1,9,0,1
4139,1,23,0,2,0,0
4140,1,39,0,21,0,1
4142,1,29,1,3,0,1
4143,1,58,1,2,1,0
4145,1,23,1,3,0,0
4146,0,68,0,5,1,1
4147,0,26,1,2,0,0
4148,1,51,0,0,1,1
4149,1,25,0,0,1,0
4150,1,40,0,5,0,1
4151,1,51,0,14,0,1
4152,1,27,0,2,0,0
4153,1,49,0,11,0,0
4156,1,20,0,0,1,1
4157,1,21,0,2,0,1
4158,0,31,0,0,1,1
4159,1,57,0,0,1,0
4160,0,61,1,8,1,1
4162,1,54,0,3,0,1
4163,1,39,1,0,1,1
4164,1,24,0,1,0,1
4166,1,48,0,8,0,1
4167,1,30,0,6,0,0
4168,1,26,0,10,0,1
4170,1,37,0,12,0,1
4171,1,26,0,4,0,1
4172,1,29,0,7,0,0
4173,1,26,0,1,0,0
4174,1,60,0,2,1,1
4175,1,27,1,2,0,1
4177,1,22,1,1,0,1
4178,1,28,0,3,0,1
4179,1,33,0,13,0,1
4180,1,28,0,2,1,1
4181,1,55,1,0,1,0
4182,1,21,0,6,0,1
4185,0,29,1,6,0,1
4187,1,24,0,2,0,0
4188,1,50,0,12,1,1
4189,1,24,0,1,0,0
4190,1,47,0,1,1,1
4192,1,54,1,6,1,1
4193,0,42,1,0,1,0
4194,1,35,1,5,1,1
4195,1,30,0,0,1,1
4196,1,53,1,1,1,1
4197,0,31,0,2,1,0
4200,1,31,0,0,1,1
4202,1,47,0,9,1,1
4205,1,24,0,9,0,0
4206,0,22,0,2,0,1
4208,0,30,0,2,1,1
4211,0,43,1,22,0,0
4212,1,50,0,0,1,0
4214,0,42,1,3,0,1
4215,0,29,1,1,0,1
4218,1,25,0,5,0,1
4219,1,36,0,4,0,1
4220,1,24,0,1,0,0
4221,1,28,1,5,0,1
4222,1,31,1,0,1,0
4223,1,23,0,0,1,1
4224,1,29,1,4,0,0
4225,1,51,0,11,0,0
4226,1,34,0,1,0,1
4227,1,29,0,12,1,1
4228,1,39,0,13,0,1
4230,1,59,0,15,0,0
4231,1,23,0,3,0,1
4232,1,31,0,15,0,1
4233,1,53,1,0,1,0
4234,1,34,0,12,0,1
4235,0,63,0,1,1,1
4237,0,21,0,0,0,1
4238,1,47,1,28,0,1
4239,1,34,0,7,0,1
4241,1,58,1,4,0,1
4243,1,36,0,16,0,1
4244,0,23,0,0,1,0
4245,1,34,0,5,1,1
4246,1,56,1,13,1,1
4247,0,52,1,0,1,1
4248,1,56,0,0,1,1
4249,0,37,0,0,1,0
4250,0,50,1,0,1,0
4251,1,25,0,1,1,1
4252,1,22,0,0,0,1
4253,0,43,1,0,1,0
4254,1,30,1,1,1,0
4256,1,24,1,0,1,1
4257,1,29,0,7,0,0
4259,0,24,1,0,1,1
4260,0,74,0,0,1,1
4261,1,27,0,8,0,0
4264,1,29,1,5,1,1
4266,0,35,0,5,1,1
4267,1,29,0,1,0,0
4268,1,36,1,1,1,1
4270,1,26,1,2,1,1
4272,0,26,0,1,0,1
4273,0,39,1,11,0,1
4274,1,22,0,3,1,1
4275,1,28,1,0,1,1
4276,1,51,1,1,1,1
4278,0,23,0,0,1,0
4279,1,29,0,6,0,1
4281,1,24,0,1,0,0
4283,0,33,0,5,0,1
4284,1,21,1,1,1,1
4285,1,59,1,3,1,0
4286,1,26,1,4,1,1
4292,1,21,0,1,0,1
4293,1,52,0,0,1,0
4294,1,56,0,12,0,1
4295,1,40,1,1,1,0
4296,0,48,1,8,1,0
4298,0,26,0,0,1,1
4300,1,66,1,1,1,1
4301,0,54,0,6,1,1
4302,1,31,1,4,0,0
4303,1,34,1,0,1,1
4304,1,25,0,9,0,1
4305,1,47,1,2,1,1
4306,1,51,0,12,0,1
4307,1,25,1,1,1,1
4309,0,31,0,2,1,1
4311,1,36,1,1,1,1
4313,1,49,1,0,1,0
4314,1,31,0,0,0,1
4315,1,30,1,1,1,1
4316,1,29,0,3,0,1
4317,0,53,1,6,0,1
4318,1,21,0,1,0,1
4319,1,21,0,0,1,1
4320,0,27,0,1,0,1
4321,0,65,0,0,1,1
4322,0,59,1,0,1,0
4323,1,59,0,0,1,0
4324,1,24,0,0,0,0
4325,1,40,0,0,1,1
4326,1,51,0,0,1,1
4327,1,34,0,10,0,1
4329,1,52,0,1,1,1
4332,1,38,0,2,1,1
4333,0,22,0,0,0,1
4334,1,43,0,0,0,1
4335,1,32,1,5,0,1
4336,1,55,0,0,1,1
4337,1,26,0,2,1,1
4338,1,23,1,1,1,0
4340,1,28,1,1,1,0
4343,1,26,0,0,1,1
4345,0,28,1,1,0,0
4346,1,43,0,0,0,1
4348,1,33,0,21,0,0
4349,1,21,1,0,1,0
4350,0,32,1,0,1,0
4351,1,22,0,1,1,1
4352,1,51,0,3,1,1
4353,1,20,0,2,0,1
4354,1,35,1,2,1,1
4355,0,37,0,3,1,1
4356,1,28,0,0,0,0
4357,1,41,1,3,0,0
4358,1,24,0,0,0,0
4359,0,33,0,3,1,0
4361,0,30,1,4,0,1
4362,1,20,0,1,0,1
4363,0,42,0,1,1,1
4364,0,40,0,15,0,1
4365,1,39,0,0,1,1
4366,1,21,0,0,0,1
4367,1,39,1,2,1,1
4368,1,24,1,0,1,1
4369,1,41,0,0,1,1
4370,1,39,0,1,1,1
4371,0,24,0,3,0,1
4372,0,24,0,1,1,1
4373,1,29,0,0,1,0
4375,1,25,1,2,0,0
4376,0,23,1,0,0,1
4377,1,22,0,1,0,1
4379,1,26,0,3,0,0
4380,0,24,0,3,0,0
4381,1,44,0,0,0,0
4382,1,36,1,1,1,1
4383,1,39,1,10,0,1
4384,1,42,1,0,1,1
4385,1,45,1,1,1,0
4386,1,25,0,7,0,1
4388,1,33,1,0,1,1
4389,1,25,1,0,1,0
4390,1,32,0,5,1,1
4391,1,23,0,0,0,1
4392,1,39,1,0,0,0
4393,1,27,0,12,0,1
4394,0,35,1,4,0,0
4396,0,38,0,0,1,0
4397,1,30,0,4,1,1
4398,1,30,1,1,0,1
4399,0,30,1,0,0,0
4400,1,26,0,18,0,1
4401,1,31,0,2,1,1
4404,0,25,0,0,0,0
4405,0,26,1,1,0,1
4406,1,38,0,2,0,1
4407,0,37,0,0,1,0
4408,1,34,1,3,0,0
4411,0,31,0,0,0,0
4412,0,29,1,0,1,0
4413,1,20,1,1,0,1
4414,1,22,0,0,1,1
4416,1,24,0,2,1,0
4417,1,47,0,0,0,1
4418,0,36,0,1,0,1
4419,1,21,0,1,1,0
4420,1,25,0,3,0,0
4421,1,23,0,5,0,1
4423,0,24,1,0,0,0
4424,1,35,1,2,1,1
4426,0,19,0,0,1,0
4427,1,32,1,0,1,1
4428,0,39,1,0,1,0
4429,1,30,0,12,0,1
4430,1,33,0,2,0,1
4432,0,36,1,0,1,0
4434,1,29,0,8,0,1
4435,0,40,1,0,1,1
4436,1,53,0,4,0,1
4437,0,28,1,0,1,0
4439,1,27,0,9,0,1
4440,1,55,1,0,1,1
4441,1,22,0,1,0,0
4442,0,34,0,1,1,1
4443,1,55,1,1,1,0
4445,0,47,0,21,0,0
4448,1,61,0,12,1,1
4449,1,57,0,3,1,1
4450,0,38,1,2,1,0
4451,1,25,1,13,1,1
4452,1,23,0,0,1,1
4453,1,23,1,3,0,1
4454,1,20,0,0,1,1
4455,1,44,1,1,0,1
4456,0,38,1,1,1,0
4457,1,56,0,5,1,1
4458,1,43,1,2,1,1
4459,1,22,0,0,1,1
4462,1,29,0,0,0,1
4463,1,22,0,1,0,1
4464,1,23,0,3,0,1
4465,1,24,1,1,1,1
4467,1,21,0,2,0,1
4468,0,29,0,0,1,0
4469,0,51,1,0,1,0
4471,1,25,0,1,1,1
4473,1,62,0,22,0,1
4474,1,25,0,0,1,1
4475,1,27,1,2,1,1
4477,0,22,1,3,0,1
4480,1,21,1,0,1,1
4482,0,39,1,2,0,1
4483,1,43,0,8,1,1
4484,1,22,0,0,0,0
4485,0,28,0,4,0,1
4486,1,43,1,0,0,1
4487,1,27,1,7,0,1
4489,1,31,1,1,1,1
4490,0,28,0,0,1,0
4491,1,58,1,3,1,0
4492,1,22,1,0,1,1
4494,1,31,0,5,1,1
4495,1,33,0,0,1,1
4496,1,26,0,6,0,0
4497,0,23,0,1,0,0
4498,1,32,1,11,0,1
4500,1,22,1,0,0,1
4501,0,35,0,2,1,1
4502,1,47,1,1,0,1
4504,1,29,0,17,0,1
4505,0,54,1,1,1,0
4506,1,29,1,0,0,1
4508,1,51,0,17,0,1
4509,0,36,0,0,0,0
4510,1,35,1,3,1,0
4511,1,20,0,1,1,1
4512,1,25,0,0,0,1
4513,1,29,0,2,0,0
4516,1,39,1,0,1,0
4517,1,30,0,1,1,1
4518,0,23,0,0,0,1
4519,0,23,0,1,1,1
4521,1,30,0,21,0,1
4522,1,33,0,18,0,1
4525,1,30,0,9,0,1
4526,1,23,0,1,0,1
4527,0,27,0,0,1,1
4528,1,38,0,10,0,0
4529,1,42,0,1,1,1
4530,1,31,0,0,1,1
4531,1,23,0,2,0,1
4532,1,31,1,1,1,1
4533,1,43,0,1,0,0
4534,1,39,1,0,1,1
4535,1,31,0,0,1,0
4536,1,22,1,3,0,1
4537,0,33,0,0,1,1
4539,1,23,0,1,0,1
4540,0,29,1,0,1,1
4541,1,62,1,2,1,1
4542,0,56,0,1,1,1
4543,0,24,0,4,1,1
4544,0,44,1,0,1,0
4545,1,22,0,2,0,1
4546,0,28,0,4,0,1
4547,1,30,0,0,0,1
4548,1,32,1,1,1,0
4549,1,51,1,3,0,1
4550,1,21,0,0,0,1
4551,1,21,0,2,0,1
4552,1,27,0,3,0,1
4554,0,31,0,0,1,1
4555,1,33,0,0,0,0
4556,0,49,1,2,1,1
4558,1,20,1,0,1,0
4559,1,31,0,10,0,1
4560,1,25,0,5,0,1
4561,1,23,0,4,0,1
4562,1,26,1,0,1,0
4564,1,28,1,1,1,0
4565,0,28,0,13,0,1
4566,1,39,1,0,1,1
4568,1,52,0,4,1,0
4573,1,30,0,2,1,1
4574,0,21,0,0,0,0
4575,1,25,0,2,1,0
4577,1,22,0,0,1,1
4578,1,61,0,20,1,0
4579,1,24,1,2,0,1
4581,0,26,1,2,0,1
4582,0,34,0,6,1,1
4583,1,45,0,12,0,0
4585,1,54,0,4,1,1
4586,1,51,0,8,0,0
4587,1,28,0,0,1,1
4588,1,23,1,0,1,1
4589,1,30,1,0,1,1
4590,1,25,0,0,1,0
4591,1,25,1,2,0,1
4592,1,28,1,2,0,1
4593,0,32,0,0,1,0
4594,1,35,0,7,1,1
4595,1,49,0,0,1,0
4596,1,36,1,5,1,1
4597,1,33,0,16,0,0
4599,0,58,1,1,1,0
4600,1,22,0,2,0,1
4601,1,28,1,2,1,1
4603,1,26,0,6,0,1
4604,0,36,1,3,1,1
4605,1,23,1,0,0,1
4606,1,22,0,0,0,1
4608,1,26,0,0,1,1
4609,1,25,0,1,0,1
4612,1,28,0,0,1,0
4614,1,56,0,1,1,1
4616,1,36,0,0,1,1
4617,1,51,1,0,1,0
4620,0,35,0,9,0,1
4621,1,24,1,0,0,0
4623,1,27,0,6,1,0
4624,1,22,1,2,0,1
4628,0,23,1,4,0,0
4629,0,27,1,0,1,0
4630,1,31,0,8,0,1
4632,1,25,1,3,0,1
4633,0,52,1,0,1,0
4635,0,24,1,0,0,1
4638,1,38,1,2,1,1
4642,1,20,0,3,0,1
4643,1,34,0,2,1,1
4644,1,25,0,11,0,0
4645,0,24,1,0,0,1
4647,1,49,1,4,0,0
4648,1,27,0,15,0,1
4649,1,28,0,10,0,1
4651,1,55,1,0,0,1
4653,1,47,1,3,1,0
4654,1,55,0,10,0,0
4655,1,22,0,0,1,1
4656,1,32,0,9,0,1
4657,1,55,1,0,1,1
4658,1,23,0,3,0,0
4659,1,54,1,2,1,1
4661,1,27,0,0,1,0
4663,0,29,0,5,0,1
4664,0,45,1,0,1,0
4666,1,40,1,4,1,1
4667,1,38,0,7,1,1
4669,1,26,0,3,0,1
4670,0,37,0,0,1,1
4672,1,41,1,1,1,1
4674,1,57,0,1,1,1
4675,1,34,0,3,0,0
4676,1,29,0,1,1,1
4678,1,22,1,1,1,1
4679,0,22,0,0,0,0
4681,1,21,0,0,1,0
4682,1,56,1,1,1,0
4683,1,48,0,4,1,1
4685,1,27,1,2,0,1
4687,1,23,0,5,0,1
4688,1,47,0,3,0,1
4689,1,33,0,6,1,0
4690,1,58,1,1,1,1
4691,0,33,0,1,0,1
4692,0,40,0,2,0,0
4693,1,22,1,0,0,1
4694,1,39,1,2,1,1
4697,1,35,1,1,1,1
4699,1,43,0,7,0,1
4702,1,26,0,2,0,1
4704,0,39,1,1,1,1
4705,1,36,0,16,0,0
4707,1,21,1,0,1,0
4711,1,53,0,6,1,1
4712,1,37,1,0,0,1
4713,1,21,0,1,0,1
4714,1,28,0,1,0,1
4715,1,21,0,1,0,1
4717,1,56,0,0,1,1
4718,1,30,1,3,1,0
4719,1,27,1,0,0,1
4721,1,27,0,1,0,1
4722,1,41,0,7,0,0
4723,0,30,0,7,1,0
4724,1,32,0,7,0,1
4727,1,32,0,3,1,1
4728,0,34,1,5,0,1
4729,1,46,0,3,1,1
4730,1,24,0,1,1,1
4731,1,32,0,7,0,1
4732,1,43,1,6,1,1
4733,1,50,1,3,1,1
4734,1,30,1,4,1,1
4735,1,37,0,3,0,0
4740,1,40,1,3,1,0
4741,0,53,1,0,1,0
4743,1,33,0,4,1,0
4745,0,22,0,0,1,0
4746,1,27,0,2,1,0
4747,1,25,0,5,0,0
4748,1,24,1,2,1,1
4749,0,24,0,2,0,1
4750,0,26,0,1,0,1
4752,0,26,0,3,0,1
4754,1,20,1,0,1,1
4755,1,27,0,4,0,0
4756,1,24,1,1,1,1
4757,1,26,0,8,0,1
4758,1,26,1,5,0,0
4762,1,64,0,13,0,0
4763,1,24,1,0,1,1
4765,0,57,1,0,1,0
4766,0,46,1,0,1,0
4767,1,56,0,16,0,1
4768,0,39,1,0,1,0
4769,1,68,1,4,1,0
4771,1,28,0,1,1,0
4772,1,39,0,19,0,0
4773,1,38,1,0,1,0
4774,0,25,0,3,0,0
4775,1,25,1,2,0,1
4776,1,21,0,3,0,1
4777,1,31,1,2,0,1
4778,1,33,0,3,0,1
4779,1,26,0,20,0,1
4781,0,35,0,13,0,1
4782,1,34,0,19,0,0
4785,0,42,0,1,1,1
4786,1,26,0,9,0,1
4788,1,36,0,2,0,1
4789,1,41,0,24,0,1
4790,1,27,1,0,1,1
4792,1,45,1,3,1,1
4793,1,34,1,5,1,1
4795,1,25,1,6,0,1
4796,1,24,0,2,0,0
4798,1,27,0,2,0,1
4800,1,30,1,2,1,0
4801,1,22,1,3,0,1
4802,1,27,0,0,0,1
4804,1,41,0,19,0,1
4805,1,30,1,0,1,1
4806,1,24,0,3,0,1
4807,1,39,0,0,1,0
4809,0,32,0,3,1,1
4810,0,29,1,0,0,1
4812,1,26,0,24,0,1
4813,1,24,0,2,0,1
4815,1,20,0,4,0,1
4816,1,25,0,1,0,0
4817,0,31,1,0,1,1
4818,1,25,0,0,0,0
4819,1,41,1,0,1,1
4820,1,25,1,0,1,1
4821,1,25,0,2,0,1
